Version,ZTF_Name,z_sntemplate,z_rlap,z_snid,z_snid_err,z_level,rank_1,sntemplate_1,rlap_1,c_snid_1,z_snid_1,z_snid_err_1,age_1,age_flag_1,rank_2,sntemplate_2,rlap_2,c_snid_2,z_snid_2,z_snid_err_2,age_2,age_flag_2,rank_3,sntemplate_3,rlap_3,c_snid_3,z_snid_3,z_snid_err_3,age_3,age_flag_3,rank_4,sntemplate_4,rlap_4,c_snid_4,z_snid_4,z_snid_err_4,age_4,age_flag_4,rank_5,sntemplate_5,rlap_5,c_snid_5,z_snid_5,z_snid_err_5,age_5,age_flag_5
ZTF18aabtxvd_20180326_P60_v1.ascii,ZTF18aabtxvd,sn2009iz,6.54,0.5434,0.011,0,1,sn2009iz,6.54,Ib-norm,0.5434,0.011,-13.6,0,2,sn2009jf,5.38,Ib-norm,0.5569,0.0142,-15.0,0,3,sn2005eu,5.31,Ia-norm,0.5359,0.0109,8.3,0,4,sn1997bq,5.05,Ia-norm,0.588,0.0137,-11.6,0,6,sn2001ig,4.99,IIb,0.5506,0.0144,12.0,1
ZTF18aabtxvd_20180327_P60_v1.ascii,ZTF18aabtxvd,sn2005az,7.16,0.5336,0.0103,0,1,sn2005az,7.16,Ic-norm,0.5336,0.0103,17.3,0,2,sn2013dk,5.9,Ic-norm,0.5617,0.0126,-1.0,0,3,sn2011ke,5.9,Ic-SLSN,0.5525,0.0079,38.49,0,4,sn2002es,5.66,Ia-91bg,0.532,0.0119,2.1,0,5,sn2004ao,5.54,Ib-norm,0.5313,0.0112,2.0,1
ZTF18aabtxvd_20180328_WHT_v1.ascii,ZTF18aabtxvd,sn2005cs,9.66,0.0651,0.0067,1,1,sn2005cs,9.66,II-norm,0.0651,0.0067,0.8,0,2,sn99em,9.06,II-norm,0.0694,0.0072,-0.6,0,10,sn06bp,8.14,II-norm,0.0748,0.0082,0.1,0,35,sn2005ap,6.48,Ic-SLSN,0.0842,0.011,5.07,0,36,sn93J,6.43,IIb,0.0751,0.0119,532.1,0
ZTF18aabtxvd_20180404_DCT_v3.ascii,ZTF18aabtxvd,sn94ae,7.12,0.327,0.0091,0,1,sn94ae,7.12,Ia-norm,0.327,0.0091,367.7,0,3,sn90N,5.32,Ia-norm,0.3335,0.0115,332.5,0,5,sn02he,5.22,Ia-norm,0.3725,0.0113,-1.03,0,31,sn98S,4.13,IIn,0.3708,0.0139,-1.5,0,33,sn1994I,4.11,Ic-norm,0.3577,0.018,-5.4,0
ZTF18aabtxvd_20180411_DCT_v2.ascii,ZTF18aabtxvd,sn2005cs,12.78,0.0617,0.0048,1,1,sn2005cs,12.78,II-norm,0.0617,0.0048,0.8,0,4,sn1999em,11.07,II-norm,0.0667,0.0059,-1.6,0,6,sn06iw,10.9,II-norm,0.0694,0.0063,8.0,0,63,sn1993J,6.32,IIb,0.0696,0.0112,532.1,0,78,sn98bw,5.57,Ic-BL,0.1788,0.0129,86.9,0
ZTF18aabtxvd_20180411_P200_v1.ascii,ZTF18aabtxvd,sn1994T,7.08,0.5379,0.0098,0,1,sn1994T,7.08,Ia-norm,0.5379,0.0098,-0.2,0,2,sn1984A,6.43,Ia-norm,0.5649,0.0107,-4.9,0,4,sn2003dh,6.09,Ic-BL,1.002,0.0166,-9.0,0,6,sn1997cy,5.44,IIn,0.6038,0.0161,377.7,1,9,sn1997Y,5.2,Ia-norm,0.5315,0.0123,2.9,0
ZTF18aabtxvd_20180417_Keck1_v1.ascii,ZTF18aabtxvd,sn99em,13.03,0.0669,0.0048,1,1,sn99em,13.03,II-norm,0.0669,0.0048,1.4,0,3,sn04fc,11.68,II-norm,0.0671,0.0055,9.0,0,4,sn2004et,11.49,II-norm,0.0672,0.0054,-1.9,0,21,ASASSN14ae,8.54,TDE,0.0615,0.0078,30.0,1,64,sn98bw,6.19,Ic-BL,0.0883,0.0127,11.7,0
ZTF18aabtxvd_20180419_Gemini_N_v1.ascii,ZTF18aabtxvd,sn09bz,11.85,0.0675,0.0055,1,1,sn09bz,11.85,II-norm,0.0675,0.0055,9.0,0,2,sn03iq,10.55,II-norm,0.0677,0.0062,9.0,0,3,sn08il,9.34,II-norm,0.0708,0.0069,3.0,0,79,ASASSN14ae,4.98,TDE,0.0634,0.0113,30.0,1,98,sn2012bz,4.5,Ic-BL,0.0314,0.0195,3.9,0
ZTF18aabtxvd_20180505_Gemini_N_v1.ascii,ZTF18aabtxvd,sn09bz,7.06,0.0672,0.009,1,1,sn09bz,7.06,II-norm,0.0672,0.009,9.0,0,2,sn03iq,6.7,II-norm,0.0675,0.0095,9.0,0,3,sn04et,6.41,II-norm,0.066,0.0095,-1.9,0,25,sn2012bz,5.51,Ic-BL,0.0337,0.016,3.9,0,42,ASASSN14ae,5.04,TDE,0.0638,0.0107,30.0,1
ZTF18aabtxvd_20180506_DCT_v1.ascii,ZTF18aabtxvd,sn03iq,9.57,0.0699,0.0069,1,1,sn03iq,9.57,II-norm,0.0699,0.0069,9.0,0,2,sn09bz,9.06,II-norm,0.0695,0.0073,9.0,0,3,sn99em,8.98,II-norm,0.068,0.0072,0.2,0,7,ASASSN14ae,7.89,TDE,0.0638,0.0082,30.0,1,37,sn2004aw,6.4,Ic-norm,0.551,0.0102,-3.3,0
ZTF18aabtxvd_20180513_DCT_v1.ascii,ZTF18aabtxvd,sn06it,8.43,0.0667,0.0075,1,1,sn06it,8.43,II-norm,0.0667,0.0075,12.0,0,2,sn2004et,8.02,II-norm,0.0669,0.0077,-0.9,0,4,ASASSN14ae,7.97,TDE,0.0622,0.0081,30.0,1,5,sn99em,7.8,II-norm,0.0672,0.0079,2.4,0,51,sn98S,6.01,IIn,0.0711,0.0097,310.1,0
ZTF18aabtxvd_20180519_DCT_v2.ascii,ZTF18aabtxvd,sn2007Y,6.91,0.3334,0.0101,0,1,sn2007Y,6.91,Ib-norm,0.3334,0.0101,197.3,0,2,sn05hj,5.7,Ia-norm,0.5271,0.0134,-5.1,0,3,sn93J,5.58,IIb,0.3388,0.0125,279.4,0,5,sn03cg,5.48,Ia-norm,0.3224,0.0114,383.1,0,7,sn2000er,5.29,Ibn,0.3705,0.0131,8.7,0
ZTF18aabtxvd_20191023_DCT_v1.ascii,ZTF18aabtxvd,sn2002ap,6.12,0.1395,0.0175,0,1,sn2002ap,6.12,Ic-BL,0.1395,0.0175,-4.5,0,3,sn2010bh,5.44,Ic-BL,0.246,0.0069,0.3,0,4,sn2003W,5.3,Ia-norm,0.2895,0.0136,-3.3,0,5,sn2001ig,4.89,IIb,0.2621,0.0144,37.0,1,6,sn2009bb,4.34,Ic-BL,0.1403,0.0228,0.6,0
ZTF18aabuoud_20190705_P60_v1.ascii,ZTF18aabuoud,sn2002bf,6.65,0.5113,0.0083,0,1,sn2002bf,6.65,Ia-norm,0.5113,0.0083,4.8,0,2,sn04aw,6.52,Ic-norm,0.5165,0.0101,-3.3,0,4,sn1998ab,6.31,Ia-91T,0.4975,0.0092,6.7,0,5,sn1999gp,6.13,Ia-91T,0.5064,0.0092,6.9,0,6,sn02bo,6.05,Ia-norm,0.5289,0.0103,-12.1,0
ZTF18aabvmws_20181110_P60_v1.ascii,ZTF18aabvmws,sn91bg,6.98,0.0505,0.0087,1,1,mstar,13.18,M-star,0.0295,0.0031,0.0,2,2,kcS0,11.28,Gal,0.0282,0.0034,-99.9,2,4,kcE,9.79,Gal,0.0288,0.0039,-99.9,2,5,kcSa,7.6,Gal,0.0283,0.0048,-99.9,2,8,sn91bg,6.98,Ia-91bg,0.0505,0.0087,2.7,0
ZTF18aabvpbb_20180919_P60_v1.ascii,ZTF18aabvpbb,sn1997ef,6.48,0.0507,0.0127,1,1,sn1997ef,6.48,Ic-BL,0.0507,0.0127,79.8,0,2,sn1997cy,4.9,IIn,0.0534,0.0071,174.5,1,6,sn2005az,4.72,Ic-norm,0.0521,0.0111,65.3,0,10,sn2003dh,4.52,Ic-BL,0.0281,0.0155,17.5,0,12,sn2004dn,4.46,Ic-norm,0.0522,0.0146,55.0,0
ZTF18aabxlsv_20180510_P60_v1.ascii,ZTF18aabxlsv,sn2015bn,8.57,0.0555,0.0083,1,1,sn2015bn,8.57,Ic-SLSN,0.0555,0.0083,49.84,0,4,sn2005az,8.32,Ic-norm,0.0495,0.0086,49.3,0,6,sn2007co,8.2,Ia-norm,0.05,0.0067,87.2,0,7,sn2002ji,8.13,Ib-norm,0.0512,0.0086,55.0,1,8,sn2007af,8.13,Ia-norm,0.0504,0.0069,96.6,0
ZTF18aabxlsv_20180517_P200_v1.ascii,ZTF18aabxlsv,sn94I,13.27,0.0552,0.006,1,1,sn94I,13.27,Ic-norm,0.0552,0.006,36.0,0,4,sn2007bi,9.46,Ic-SLSN,0.0557,0.0072,367.5,0,5,sn2006lv,8.07,Ib-norm,0.0457,0.0072,33.0,1,6,PTF09cnd,7.48,Ic-SLSN,0.0521,0.0072,117.57,0,7,sn2011dh,7.36,IIb,0.0452,0.0066,68.4,0
ZTF18aabxlsv_20181110_Keck1_v1.ascii,ZTF18aabxlsv,sn07it,9.77,0.0468,0.0034,1,1,sn07it,9.77,II-norm,0.0468,0.0034,268.0,0,2,sn04et,9.64,II-norm,0.0468,0.0031,297.7,0,4,sn87A,9.31,II-norm,0.044,0.0037,316.0,0,16,sn97cy,8.91,IIn,0.0497,0.0048,71.3,1,89,sn2005da,7.72,Ic-BL,0.0528,0.0105,2.0,1
ZTF18aabybkt_20180308_P200_v1.ascii,ZTF18aabybkt,sn2005cs,5.56,0.0022,0.0049,1,1,sn2005cs,5.56,II-norm,0.0022,0.0049,0.8,0,5,sn03bn,5.1,II-norm,0.0124,0.0052,12.0,0,6,sn03iq,5.07,II-norm,0.0088,0.0063,9.0,0,7,sn2010bh,5.06,Ic-BL,0.0585,0.0036,29.5,0,23,sn97dd,4.51,IIb,0.099,0.0108,16.4,1
ZTF18aabybkt_20180309_P60_v1.ascii,ZTF18aabybkt,sn2004et,6.0,0.0083,0.0078,1,1,sn2004et,6.0,II-norm,0.0083,0.0078,-1.9,0,7,sn99em,5.63,II-norm,0.0081,0.0084,1.4,0,9,sn2006bp,5.59,II-norm,0.0124,0.0083,4.2,0,37,sn91N,4.46,Ic-norm,0.0413,0.0114,276.1,1,47,ASASSN14ae,4.16,TDE,0.0198,0.0124,4.0,1
ZTF18aabybkt_20180316_P60_v1.ascii,ZTF18aabybkt,sn1997ef,5.06,0.0362,0.0134,1,1,sn1997ef,5.06,Ic-BL,0.0362,0.0134,79.8,0,2,m8,4.93,M-star,0.0058,0.005,-100.0,2,4,sn91A,4.86,Ic-norm,0.0378,0.0135,61.4,1,6,sn2007ux,4.73,Ia-norm,0.0261,0.0152,15.5,0,7,sn2006D,4.53,Ia-norm,0.0286,0.0163,16.3,0
ZTF18aabybkt_20180321_APO_v1.ascii,ZTF18aabybkt,sn05cs,16.07,0.0074,0.0021,1,1,sn05cs,16.07,II-norm,0.0074,0.0021,5.0,0,3,sn99br,15.65,II-norm,0.0048,0.0018,18.0,0,6,sn99br,15.06,II-norm,0.0057,0.002,15.0,0,45,sn2006aj,7.87,Ic-BL,0.046,0.0071,198.1,0,61,sn1998S,7.45,IIn,0.0151,0.0045,325.0,0
ZTF18aaccmnh_20180517_P200_v1.ascii,ZTF18aaccmnh,sn03bn,16.38,0.0316,0.002,1,1,sn03bn,16.38,II-norm,0.0316,0.002,95.0,0,2,sn04fc,15.74,II-norm,0.0326,0.0021,63.0,0,3,sn06it,13.85,II-norm,0.0352,0.0027,36.0,0,69,lbv03hy,9.58,LBV,0.0397,0.004,-99.9,2,84,sn1998S,9.09,IIn,0.0371,0.0041,39.7,0
ZTF18aachojf_20180523_P60_v1.ascii,ZTF18aachojf,agn,21.05,0.0379,0.0017,1,1,agn,21.05,AGN,0.0379,0.0017,-99.9,2,2,qso,17.16,QSO,0.0379,0.0019,-100.0,2,3,kcSB5,15.39,Gal,0.0377,0.002,-99.9,2,4,kcSc,14.93,Gal,0.0378,0.002,-99.9,2,5,kcSB4,14.58,Gal,0.0373,0.0021,-99.9,2
ZTF18aacopwm_20181204_Keck1_v1.ascii,ZTF18aacopwm,sn1999by,6.77,0.1058,0.0091,1,1,kcS0,10.26,Gal,0.088,0.0028,-99.9,2,2,mstar,9.95,M-star,0.0898,0.0031,0.0,2,4,kcSa,7.99,Gal,0.0874,0.003,-99.9,2,5,sn99ee,7.53,Ia-norm,0.2801,0.0083,-8.6,0,7,sn1999by,6.77,Ia-91bg,0.1058,0.0091,5.0,0
ZTF18aacsudg_20191001_P60_v1.ascii,ZTF18aacsudg,kcSB6,10.2,0.0242,0.0023,1,1,kcSB6,10.2,Gal,0.0242,0.0023,-99.9,2,2,kcSB5,10.11,Gal,0.0244,0.0024,-99.9,2,3,kcSB3,9.75,Gal,0.025,0.0024,-99.9,2,5,sn2006bp,8.23,II-norm,0.0274,0.0042,64.9,0,8,sn91N,8.16,Ic-norm,0.0642,0.0049,276.1,1
ZTF18aacsudg_20191003_P200_v1.ascii,ZTF18aacsudg,kcSB4,14.07,0.0247,0.0014,1,1,kcSB4,14.07,Gal,0.0247,0.0014,-99.9,2,2,sn03bn,14.06,II-norm,0.0245,0.002,95.0,0,3,kcSB5,13.57,Gal,0.025,0.0014,-99.9,2,4,kcSB6,13.5,Gal,0.0245,0.0014,-99.9,2,49,sn06dw,9.37,Ia-norm,0.0394,0.0056,28.28,0
ZTF18aadbtae_20190701_P200_v1.ascii,ZTF18aadbtae,qso,7.22,0.0765,0.0027,1,1,qso,7.22,QSO,0.0765,0.0027,-100.0,2,2,kcSB6,7.15,Gal,0.0762,0.0024,-99.9,2,3,PTF11rks,7.05,Ic-SLSN,0.476,0.0024,47.61,0,4,kcSB3,6.96,Gal,0.0772,0.0025,-99.9,2,5,kcSB5,6.89,Gal,0.0765,0.0025,-99.9,2
ZTF18aadkjmo_20181102_P60_v1.ascii,ZTF18aadkjmo,qso,14.0,0.0233,0.0023,1,1,qso,14.0,QSO,0.0233,0.0023,-100.0,2,2,agn,12.55,AGN,0.0231,0.0027,-99.9,2,3,sn06bc,10.68,II-norm,0.0225,0.0028,9.0,0,4,kcSB3,10.26,Gal,0.024,0.0027,-99.9,2,5,kcSB5,10.24,Gal,0.0233,0.0028,-99.9,2
ZTF18aadnqwz_20180831_P60_v1.ascii,ZTF18aadnqwz,kcSB4,16.3,0.0382,0.0016,1,1,kcSB4,16.3,Gal,0.0382,0.0016,-99.9,2,2,kcSc,15.86,Gal,0.0385,0.0016,-99.9,2,3,agn,15.77,AGN,0.0386,0.002,-99.9,2,4,kcSB5,15.31,Gal,0.0386,0.0017,-99.9,2,7,qso,12.36,QSO,0.0387,0.0022,-100.0,2
ZTF18aadqmyy_20190324_P60_v1.ascii,ZTF18aadqmyy,kcE,11.16,0.042,0.004,1,1,kcE,11.16,Gal,0.042,0.004,-99.9,2,2,kcS0,10.59,Gal,0.0412,0.0041,-99.9,2,3,kcSb,10.03,Gal,0.0402,0.0048,-99.9,2,4,mstar,7.69,M-star,0.0424,0.0052,0.0,2,8,sn2003ic,4.82,Ia-norm,0.0453,0.0113,22.2,0
ZTF18aadzfso_20200208_LT_v1.ascii,ZTF18aadzfso,sn2003ic,6.64,0.0677,0.0087,1,1,sn2003ic,6.64,Ia-norm,0.0677,0.0087,-4.1,0,2,sn2006cj,5.29,Ia-norm,0.0611,0.0104,-1.2,0,3,sn2006cm,5.0,Ia-norm,0.0651,0.01,-1.9,0,6,sn2006oa,4.52,Ia-91T,0.0595,0.0123,-0.1,0,33,sn1990B,4.01,Ic-norm,0.1363,0.0126,47.4,0
ZTF18aaegvyd_20190625_P60_v1.ascii,ZTF18aaegvyd,sn2008ax,5.64,0.065,0.0085,1,1,sn2008ax,5.64,IIb,0.065,0.0085,80.0,0,2,sn06bp,5.18,II-norm,0.0281,0.0072,25.2,0,4,sn2004ao,5.14,Ib-norm,0.067,0.0083,67.0,1,10,sn94D,4.73,Ia-norm,0.0431,0.0125,26.2,0,14,sn91N,4.6,Ic-norm,0.0622,0.0091,276.1,1
ZTF18aaekkoj_20180514_Keck1_v1.ascii,ZTF18aaekkoj,kcSB1,38.09,0.0454,0.0005,1,1,kcSB1,38.09,Gal,0.0454,0.0005,-99.9,2,2,kcSB2,34.9,Gal,0.0453,0.0006,-99.9,2,3,kcSB4,22.4,Gal,0.0453,0.0008,-99.9,2,8,agn,8.93,AGN,0.0453,0.0023,-99.9,2,9,PS1-10bzj,7.55,Ic-SLSN,0.0462,0.0024,15.64,0
ZTF18aaemivw_20181104_P60_v1.ascii,ZTF18aaemivw,sn05gj,9.99,0.065,0.0045,1,1,sn05gj,9.99,Ia-csm,0.065,0.0045,17.9,0,6,sn1995bd,7.68,Ia-91T,0.0626,0.0071,71.6,0,8,sn01el,7.46,Ia-norm,0.0726,0.0079,18.1,0,10,sn2004S,7.33,Ia-norm,0.0664,0.0081,18.3,0,12,sn01eh,7.32,Ia-norm,0.065,0.0075,59.9,0
ZTF18aaenfaa_20180922_P60_v1.ascii,ZTF18aaenfaa,agn,27.19,0.0729,0.0019,1,1,agn,27.19,AGN,0.0729,0.0019,-99.9,2,2,qso,16.53,QSO,0.0725,0.0026,-100.0,2,3,sn98S,14.42,IIn,0.0785,0.0045,247.3,0,9,sn06bc,13.37,II-norm,0.0724,0.0034,9.0,0,39,kcSB6,12.47,Gal,0.0725,0.0036,-99.9,2
ZTF18aaenucd_20190315_P200_v1.ascii,ZTF18aaenucd,sn2003it,5.68,0.2663,0.0076,0,1,sn2003it,5.68,Ia-norm,0.2663,0.0076,2.7,0,3,sn96X,5.56,Ia-norm,0.2638,0.0073,1.9,0,4,sn2003ch,5.46,Ia-norm,0.2611,0.0079,1.8,0,5,PTF09axc,5.43,TDE,0.0747,0.005,7.0,0,6,sn2010bh,5.36,Ic-BL,0.1813,0.0175,9.7,0
ZTF18aaeoiwu_20191019_P60_v1.ascii,ZTF18aaeoiwu,sn2009iz,9.33,0.6301,0.0068,0,1,sn2009iz,9.33,Ib-norm,0.6301,0.0068,5.1,0,2,sn99gi,8.27,II-norm,0.6259,0.0068,-7.1,0,3,sn2005ek,8.14,Ic-norm,0.6372,0.0071,1.1,0,4,sn91bg,7.99,Ia-91bg,0.6352,0.0066,48.21,0,5,sn2002es,7.87,Ia-91bg,0.6211,0.0076,9.0,0
ZTF18aaermez_20190212_P200_v1.ascii,ZTF18aaermez,kcSB4,9.77,0.0226,0.0018,1,1,kcSB4,9.77,Gal,0.0226,0.0018,-99.9,2,2,kcSB5,9.4,Gal,0.0228,0.0019,-99.9,2,3,kcSc,9.35,Gal,0.0228,0.0018,-99.9,2,8,sn2008am,7.77,IIn,0.0229,0.0024,11.0,0,10,agn,6.71,AGN,0.0226,0.003,-99.9,2
ZTF18aaexyql_20191102_P60_v1.ascii,ZTF18aaexyql,sn1994D,5.61,0.4515,0.011,0,1,sn1994D,5.61,Ia-norm,0.4515,0.011,611.2,0,2,sn1995D,5.41,Ia-norm,0.4569,0.0113,274.9,0,3,sn00H,5.4,IIb,0.4753,0.0118,6.7,0,5,sn1991M,5.22,Ia-norm,0.4575,0.0125,111.8,0,8,iPTF13bvn,4.98,Ib-norm,0.4848,0.0134,-15.7,0
ZTF18aaexyql_20191126_P60_v1.ascii,ZTF18aaexyql,sn92H,5.53,0.0319,0.0062,1,1,sn92H,5.53,II-norm,0.0319,0.0062,135.8,0,3,sn07it,5.18,II-norm,0.0312,0.0059,191.0,0,4,sn96L,5.06,IIn,0.0307,0.007,58.1,0,5,sn06Y,4.97,II-norm,0.0332,0.0097,82.0,0,15,sn02cr,4.52,Ia-norm,0.0423,0.01,57.47,0
ZTF18aaexyql_20200101_P200_v1.ascii,ZTF18aaexyql,kcSB6,24.65,0.0294,0.0007,1,1,kcSB6,24.65,Gal,0.0294,0.0007,-99.9,2,2,kcSB5,23.89,Gal,0.0297,0.0007,-99.9,2,3,kcSB4,23.34,Gal,0.0294,0.0008,-99.9,2,6,PTF11rks,14.75,Ic-SLSN,0.4117,0.0012,47.61,0,8,sn06bc,13.08,II-norm,0.0291,0.0014,9.0,0
ZTF18aaexyql_20200124_Keck1_v1.ascii,ZTF18aaexyql,kcSB4,16.93,0.0299,0.001,1,1,kcSB4,16.93,Gal,0.0299,0.001,-99.9,2,2,kcSB1,15.62,Gal,0.0298,0.0011,-99.9,2,3,kcSB6,15.22,Gal,0.0297,0.0012,-99.9,2,8,PTF11rks,10.93,Ic-SLSN,0.4122,0.0016,47.61,0,9,sn2006el,10.49,IIb,0.0299,0.0016,16.82,0
ZTF18aaeynan_20180916_P60_v1.ascii,ZTF18aaeynan,sn2006S,5.16,0.0838,0.0095,1,1,kcE,15.93,Gal,0.0493,0.0023,-99.9,2,2,kcS0,13.74,Gal,0.0489,0.0026,-99.9,2,3,kcSb,12.63,Gal,0.0479,0.003,-99.9,2,4,mstar,8.42,M-star,0.0497,0.004,0.0,2,7,sn2003ic,6.01,Ia-norm,0.0516,0.0065,22.2,0
ZTF18aafcpdd_20181222_P60_v1.ascii,ZTF18aafcpdd,sn2007bj,10.03,0.768,0.0054,0,1,sn2007bj,10.03,Ia-norm,0.768,0.0054,38.5,0,2,sn2005mz,8.87,Ia-91bg,0.7709,0.0078,10.2,0,3,sn06ev,8.82,Ia-norm,0.7869,0.0075,11.03,0,4,sn2007fb,8.78,Ia-norm,0.7595,0.006,65.5,0,10,sn2011ke,7.96,Ic-SLSN,0.7859,0.0103,44.62,0
ZTF18aaflcyp_20181229_P60_v1.ascii,ZTF18aaflcyp,kcSB1,14.08,0.028,0.0018,1,1,kcSB1,14.08,Gal,0.028,0.0018,-99.9,2,2,kcSB2,13.32,Gal,0.0278,0.0019,-99.9,2,3,kcSc,10.64,Gal,0.0278,0.0023,-99.9,2,6,PS1-10bzj,8.09,Ic-SLSN,0.029,0.0028,15.64,0,9,agn,7.03,AGN,0.0279,0.0039,-99.9,2
ZTF18aagpxsx_20181227_P60_v1.ascii,ZTF18aagpxsx,sn2010bh,4.46,0.2728,0.0038,0,1,sn2010bh,4.46,Ic-BL,0.2728,0.0038,23.9,0,2,sn2007al,4.29,Ia-91bg,0.4258,0.0142,10.1,0,3,sn1989B,4.07,Ia-norm,0.2636,0.0124,-7.2,0,5,sn2006jc,3.96,Ibn,0.2744,0.0149,5.5,0,6,sn96cb,3.89,IIb,0.2623,0.0107,-18.0,0
ZTF18aagpzjk_20180320_P60_v1.ascii,ZTF18aagpzjk,sn1994T,7.1,0.4646,0.007,0,1,sn1994T,7.1,Ia-norm,0.4646,0.007,-0.2,0,4,sn1994M,6.33,Ia-norm,0.4654,0.0084,5.6,0,5,sn99gd,6.26,Ia-norm,0.4623,0.0082,0.17,0,10,sn05gj,5.63,Ia-csm,0.4463,0.0113,7.7,0,12,sn86G,5.62,Ia-91bg,0.4612,0.0093,-0.4,0
ZTF18aagpzjk_20180410_P200_v1.ascii,ZTF18aagpzjk,sn07il,15.86,0.0114,0.0025,1,1,sn07il,15.86,II-norm,0.0114,0.0025,45.0,0,2,sn04et,15.15,II-norm,0.0132,0.0028,14.5,0,4,sn99em,15.02,II-norm,0.0116,0.0027,16.1,0,6,sn04er,14.58,II-norm,0.0196,0.0031,31.0,0,10,sn93J,13.91,IIb,0.0187,0.0035,-2.4,0
ZTF18aagrdcs_20180327_P60_v1.ascii,ZTF18aagrdcs,sn2013dg,6.21,0.1643,0.009,1,1,sn2001ai,6.72,Ib-norm,0.0081,0.0067,28.0,1,2,sn1991T,6.39,Ia-91T,0.1669,0.0093,-10.7,0,6,sn2013dg,6.21,Ic-SLSN,0.1643,0.009,2.78,0,15,sn1995bd,5.63,Ia-91T,0.1661,0.0103,-7.1,0,17,sn2001ej,5.38,Ib-norm,0.011,0.0078,29.0,1
ZTF18aagrdcs_20180419_P200_v1.ascii,ZTF18aagrdcs,sn2007ag,18.05,0.0207,0.0033,1,1,sn2007ag,18.05,Ib-norm,0.0207,0.0033,2.5,0,2,sn1999dn,17.7,Ib-norm,0.0152,0.0032,6.9,1,4,sn2007Y,17.54,Ib-norm,0.0117,0.0032,7.9,0,17,sn2004gt,12.37,Ic-norm,0.0148,0.0044,19.49,0,28,sn2011dh,11.48,IIb,0.0101,0.0046,31.4,0
ZTF18aagrdcs_20180419_TNG_v1.ascii,ZTF18aagrdcs,sn2007ag,18.49,0.0218,0.0032,1,1,sn2007ag,18.49,Ib-norm,0.0218,0.0032,2.5,0,2,sn2007Y,17.13,Ib-norm,0.0122,0.0033,7.9,0,3,sn99dn,16.94,Ib-norm,0.0161,0.0034,6.9,1,20,sn2011dh,12.58,IIb,0.0107,0.0043,31.4,0,23,sn2004gt,12.36,Ic-norm,0.016,0.0044,19.49,0
ZTF18aagrkwn_20180601_P60_v1.ascii,ZTF18aagrkwn,agn,10.45,0.1431,0.0033,1,1,agn,10.45,AGN,0.1431,0.0033,-99.9,2,2,sn06bc,10.14,II-norm,0.1426,0.0031,9.0,0,3,sn1979C,9.65,II-norm,0.1555,0.0058,71.6,0,5,sn96L,9.6,IIn,0.1426,0.004,58.1,0,7,qso,8.9,QSO,0.143,0.0036,-100.0,2
ZTF18aagrtxs_20180328_P60_v1.ascii,ZTF18aagrtxs,sn2000dn,12.75,0.0176,0.0049,1,1,sn2000dn,12.75,Ia-norm,0.0176,0.0049,-7.7,0,2,sn2006ax,10.69,Ia-norm,0.0142,0.0055,0.5,0,3,sn2002cs,10.62,Ia-norm,0.0316,0.0059,-8.5,0,4,sn94ae,10.41,Ia-norm,0.0177,0.0058,1.3,0,6,sn1994D,10.36,Ia-norm,0.0224,0.0063,-8.1,0
ZTF18aagstdc_20180402_P60_v1.ascii,ZTF18aagstdc,sn2002dj,21.55,0.0469,0.0029,1,1,sn2002dj,21.55,Ia-norm,0.0469,0.0029,-6.4,0,2,sn2002ef,21.2,Ia-norm,0.0384,0.0027,-2.9,0,3,sn00E,21.11,Ia-norm,0.0382,0.0028,-5.5,0,15,sn2002hu,17.88,Ia-91T,0.0366,0.0031,-3.5,0,84,sn06gz,13.39,Ia-03fg,0.0399,0.0037,-2.6,0
ZTF18aagtcxj_20180410_P200_v1.ascii,ZTF18aagtcxj,sn2002hd,21.18,0.0333,0.0023,1,1,sn2002hd,21.18,Ia-norm,0.0333,0.0023,1.4,0,2,sn2002er,21.12,Ia-norm,0.0334,0.0025,4.9,0,4,sn2007bc,21.05,Ia-norm,0.0295,0.0023,4.3,0,5,sn2007af,20.15,Ia-norm,0.0306,0.0024,4.3,0,96,sn2008R,12.85,Ia-91bg,0.0293,0.0036,5.3,0
ZTF18aagteoy_20180403_P60_v1.ascii,ZTF18aagteoy,sn06it,7.64,0.0522,0.007,1,1,sn06it,7.64,II-norm,0.0522,0.007,12.0,0,2,ASASSN14ae,7.57,TDE,0.0438,0.0078,51.0,1,3,kcSB3,7.3,Gal,0.05,0.0054,-99.9,2,4,sn2005cs,7.3,II-norm,0.0509,0.007,4.2,0,5,kcSB5,7.15,Gal,0.0501,0.0055,-99.9,2
ZTF18aagteoy_20180404_DCT_v3.ascii,ZTF18aagteoy,agn,12.19,0.0498,0.0029,1,1,agn,12.19,AGN,0.0498,0.0029,-99.9,2,2,sn06bc,10.77,II-norm,0.049,0.0029,9.0,0,3,qso,10.01,QSO,0.0497,0.0031,-100.0,2,4,sn99br,9.94,II-norm,0.0523,0.0036,15.0,0,5,kcSB3,9.92,Gal,0.0498,0.0029,-99.9,2
ZTF18aagtevs_20180404_DCT_v2.ascii,ZTF18aagtevs,agn,25.67,0.0341,0.001,1,1,agn,25.67,AGN,0.0341,0.001,-99.9,2,2,qso,22.09,QSO,0.0342,0.0011,-100.0,2,3,kcSB3,15.58,Gal,0.0348,0.0013,-99.9,2,4,kcSB5,15.18,Gal,0.0341,0.0014,-99.9,2,5,kcSB6,14.21,Gal,0.0339,0.0015,-99.9,2
